Body,muscle,exercise,equipment,resource
neck,Sternocleidomastoid,Cable Neck Flexion,Cable,https://exrx.net/WeightExercises/Sternocleidomastoid/CBNeckFlx
neck,Sternocleidomastoid,Cable Neck Flexion (with belt),Cable,https://exrx.net/WeightExercises/Sternocleidomastoid/CBNeckFlxBelt
neck,Sternocleidomastoid,Cable Neck Rotation (with belt),Cable,https://exrx.net/WeightExercises/Sternocleidomastoid/CBNeckRotationBelt
neck,Sternocleidomastoid,Cable Lateral Neck Flexion (with belt),Cable,https://exrx.net/WeightExercises/Sternocleidomastoid/CBNeckLtrFlxBelt
neck,Sternocleidomastoid,Lever Neck Flexion (plate loaded),Lever,https://exrx.net/WeightExercises/Sternocleidomastoid/LVNeckFlexionH
neck,Sternocleidomastoid,Lever Lateral Neck Flexion (plate loaded),Lever,https://exrx.net/WeightExercises/Sternocleidomastoid/LVLateralNeckFlexionH
neck,Sternocleidomastoid,Lever Neck Flexion,Lever,https://exrx.net/WeightExercises/Sternocleidomastoid/LVNeckFlx
neck,Sternocleidomastoid,Lever Lateral Neck Flexion,Lever,https://exrx.net/WeightExercises/Sternocleidomastoid/LVNeckLtrFlx
neck,Sternocleidomastoid,Weighted Lying Neck Flexion,Weight,https://exrx.net/WeightExercises/Sternocleidomastoid/WtLyingNeckFlexion
neck,Sternocleidomastoid,Weighted Neck Flexion,Weight,https://exrx.net/WeightExercises/Sternocleidomastoid/WtNeckFlx
neck,Sternocleidomastoid,Weighted Lateral Neck Flexion,Weight,https://exrx.net/WeightExercises/Sternocleidomastoid/WtNeckLateralFlex
neck,Sternocleidomastoid,Front Neck Bridge,BodyWeight,https://exrx.net/WeightExercises/Sternocleidomastoid/BWFrontNeckBridge
neck,Sternocleidomastoid,Wall Front Neck Bridge,BodyWeight,https://exrx.net/WeightExercises/Sternocleidomastoid/BWWallFrontNeckBridge
neck,Sternocleidomastoid,Wall Side Neck Bridge,BodyWeight,https://exrx.net/WeightExercises/Sternocleidomastoid/BWWallSideNeckBridge
neck,Sternocleidomastoid,Suspended Neck Flexion,Suspended,https://exrx.net/WeightExercises/Sternocleidomastoid/STNeckFlexion
neck,Sternocleidomastoid,Suspended Lateral Neck Flexion,Suspended,https://exrx.net/WeightExercises/Sternocleidomastoid/STNeckLateralExtension
neck,Splenius,Cable Neck Extension,Cable,https://exrx.net/WeightExercises/Splenius/CBNeckExt
neck,Splenius,Cable Neck Extension (with belt),Cable,https://exrx.net/WeightExercises/Splenius/CBNeckExtBelt
neck,Splenius,Lever Neck Extension (plate loaded),Lever,https://exrx.net/WeightExercises/Splenius/LVNeckExtentionH
neck,Splenius,Lever Neck Extension,Lever,https://exrx.net/WeightExercises/Splenius/LVNeckExt
neck,Splenius,Weighted Lying Neck Extension,Weight,https://exrx.net/WeightExercises/Splenius/WtLyingNeckExtension
neck,Splenius,Weighted Neck Extension,Weight,https://exrx.net/WeightExercises/Splenius/WtNeckExtension
neck,Splenius,Weighted Seated Neck Extension,Weight,https://exrx.net/WeightExercises/Splenius/WtNeckExt
neck,Splenius,Weighted Neck Harness Extension,Weight,https://exrx.net/WeightExercises/Splenius/WtNeckHarnessExt
neck,Splenius,Band Resistive Neck Retraction,Band Resistive,https://exrx.net/WeightExercises/Splenius/BRNeckRetraction
neck,Splenius,Rear Neck Bridge,BodyWeight,https://exrx.net/WeightExercises/Splenius/BWRearNeckBridge
neck,Splenius,Wall Rear Neck Bridge,BodyWeight,https://exrx.net/WeightExercises/Splenius/BWWallRearNeckBridge
neck,Splenius,Lying Neck Retraction Isometric,BodyWeight,https://exrx.net/WeightExercises/Splenius/LyingIsometricNeckRetr
neck,Splenius,Suspended Neck Extension,Suspended,https://exrx.net/WeightExercises/Splenius/STNeckExtension
shoulder,DeltoidAnterior,Barbell Behind Neck Press,Barbell,https://exrx.net/WeightExercises/DeltoidAnterior/BBBehindNeckPress
shoulder,DeltoidAnterior,Barbell Front Raise,Barbell,https://exrx.net/WeightExercises/DeltoidAnterior/BBFrontRaise
shoulder,DeltoidAnterior,Barbell Incline Front Raise,Barbell,https://exrx.net/WeightExercises/DeltoidAnterior/BBInclineFrontRaise
shoulder,DeltoidAnterior,Barbell Military Press,Barbell,https://exrx.net/WeightExercises/DeltoidAnterior/BBMilitaryPress
shoulder,DeltoidAnterior,Barbell Seated Military Press,Barbell,https://exrx.net/WeightExercises/DeltoidAnterior/BBSeatedMilitaryPress
shoulder,DeltoidAnterior,Barbell Shoulder Press,Barbell,https://exrx.net/WeightExercises/DeltoidAnterior/BBShoulderPress
shoulder,DeltoidAnterior,Cable Bar Behind Neck Press,Cable,https://exrx.net/WeightExercises/DeltoidAnterior/CBBarBehindNeckPress
shoulder,DeltoidAnterior,Cable Bar Military Press,Cable,https://exrx.net/WeightExercises/DeltoidAnterior/CBBarMilitaryPress
shoulder,DeltoidAnterior,Cable Bar Shoulder Press,Cable,https://exrx.net/WeightExercises/DeltoidAnterior/CBBarShoulderPress
shoulder,DeltoidAnterior,Cable Seated Front Raise,Cable,https://exrx.net/WeightExercises/DeltoidAnterior/CBSeatedFrontRaise
shoulder,DeltoidAnterior,Cable Alternating Front Raise,Cable,https://exrx.net/WeightExercises/DeltoidAnterior/CBAlternatingFrontRaise
shoulder,DeltoidAnterior,Cable Alternating Seated Front Raise,Cable,https://exrx.net/WeightExercises/DeltoidAnterior/CBAlternatingSeatedFrontRaise
shoulder,DeltoidAnterior,Cable One Arm Front Raise,Cable,https://exrx.net/WeightExercises/DeltoidAnterior/CBFrontRaise
shoulder,DeltoidAnterior,Cable One Arm Front Raise (with rope),Cable,https://exrx.net/WeightExercises/DeltoidAnterior/CBFrontRaiseRope
shoulder,DeltoidAnterior,Cable Standing Shoulder Press,Cable,https://exrx.net/WeightExercises/DeltoidAnterior/CBStandingShoulderPress
shoulder,DeltoidAnterior,Cable Shoulder Press,Cable,https://exrx.net/WeightExercises/DeltoidAnterior/CBShoulderPress
shoulder,DeltoidAnterior,Cable Twisting Overhead Press,Cable,https://exrx.net/WeightExercises/DeltoidAnterior/CBTwistingOverheadPress
shoulder,DeltoidAnterior,Dumbbell Arnold Press,Dumbbell,https://exrx.net/WeightExercises/DeltoidAnterior/DBArnoldPress
shoulder,DeltoidAnterior,Dumbbell Front Raise,Dumbbell,https://exrx.net/WeightExercises/DeltoidAnterior/DBFrontRaise
shoulder,DeltoidAnterior,Dumbbell Alternating Front Raise,Dumbbell,https://exrx.net/WeightExercises/DeltoidAnterior/DBAlternatingFrontRaise
shoulder,DeltoidAnterior,Dumbbell Alternating Incline Front Raise,Dumbbell,https://exrx.net/WeightExercises/DeltoidAnterior/DBAlternInclineFrontRaise
shoulder,DeltoidAnterior,Dumbbell Shoulder Press,Dumbbell,https://exrx.net/WeightExercises/DeltoidAnterior/DBShoulderPress
shoulder,DeltoidAnterior,Dumbbell One Arm Shoulder Press,Dumbbell,https://exrx.net/WeightExercises/DeltoidAnterior/DBOneArmShoulderPress
shoulder,DeltoidAnterior,Lever Behind Neck Press (plate loaded),Lever,https://exrx.net/WeightExercises/DeltoidAnterior/LVBehindNeckPressH
shoulder,DeltoidAnterior,Lever Barbell Behind Neck Press (plate loaded),Lever,https://exrx.net/WeightExercises/DeltoidAnterior/LVBBBehindNeckPress
shoulder,DeltoidAnterior,Lever Military Press (plate loaded),Lever,https://exrx.net/WeightExercises/DeltoidAnterior/LVMilitaryPressH
shoulder,DeltoidAnterior,Lever Reclined Shoulder Press (plate loaded),Lever,https://exrx.net/WeightExercises/DeltoidAnterior/LVReclinedShoulderPressPL
shoulder,DeltoidAnterior,Lever Shoulder Press (plate loaded),Lever,https://exrx.net/WeightExercises/DeltoidAnterior/LVShoulderPressH
shoulder,DeltoidAnterior,Lever Barbell Shoulder Press (plate loaded),Lever,https://exrx.net/WeightExercises/DeltoidAnterior/LVBBShoulderPress
shoulder,DeltoidAnterior,Lever One Arm Shoulder Press (plate loaded),Lever,https://exrx.net/WeightExercises/DeltoidAnterior/LVOneArmShoulderPress
shoulder,DeltoidAnterior,Lever One Arm Front Raise,Lever,https://exrx.net/WeightExercises/DeltoidAnterior/LVFrontRaise
shoulder,DeltoidAnterior,Lever Reclined Shoulder Press,Lever,https://exrx.net/WeightExercises/DeltoidAnterior/LVReclinedShoulderPress
shoulder,DeltoidAnterior,Lever Reclined Parallel Grip Shoulder Press,Lever,https://exrx.net/WeightExercises/DeltoidAnterior/LVReclinedShoulderPressParGrip
shoulder,DeltoidAnterior,Lever Shoulder Press,Lever,https://exrx.net/WeightExercises/DeltoidAnterior/LVShoulderPress
shoulder,DeltoidAnterior,Lever Shoulder Press (parallel grip),Lever,https://exrx.net/WeightExercises/DeltoidAnterior/LVShoulderPressParGrip
shoulder,DeltoidAnterior,Lever Alternating Shoulder Press,Lever,https://exrx.net/WeightExercises/DeltoidAnterior/LVAlternatingShoulderPress
shoulder,DeltoidAnterior,Sled Shoulder Press,Sled,https://exrx.net/WeightExercises/DeltoidAnterior/SLShoulderPress
shoulder,DeltoidAnterior,Sled Shoulder Press (parallel grip),Sled,https://exrx.net/WeightExercises/DeltoidAnterior/SLShoulderPressParGrip
shoulder,DeltoidAnterior,Smith Behind Neck Press,Smith,https://exrx.net/WeightExercises/DeltoidAnterior/SMBehindNeckPress
shoulder,DeltoidAnterior,Smith Shoulder Press,Smith,https://exrx.net/WeightExercises/DeltoidAnterior/SMShoulderPress
shoulder,DeltoidAnterior,Handstand Shoulder Press (between benches),BodyWeight,https://exrx.net/WeightExercises/DeltoidAnterior/BWHandstandPressBench
shoulder,DeltoidAnterior,Pike Press,BodyWeight,https://exrx.net/WeightExercises/DeltoidAnterior/BWPikePress
shoulder,DeltoidAnterior,Decline Pike Press,BodyWeight,https://exrx.net/WeightExercises/DeltoidAnterior/BWDeclinePikePress
shoulder,DeltoidAnterior,Suspended Front Raise,Suspended,https://exrx.net/WeightExercises/DeltoidAnterior/STFrontRaise
shoulder,DeltoidLateral,Barbell Upright Row,Barbell,https://exrx.net/WeightExercises/DeltoidLateral/BBUprightRow
shoulder,DeltoidLateral,Barbell Wide Grip Upright Row,Barbell,https://exrx.net/WeightExercises/DeltoidLateral/BBWideGripUprightRow
shoulder,DeltoidLateral,Cable Lateral Raise,Cable,https://exrx.net/WeightExercises/DeltoidLateral/CBLateralRaise
shoulder,DeltoidLateral,Cable One Arm Lateral Raise,Cable,https://exrx.net/WeightExercises/DeltoidLateral/CBOneArmLateralRaise
shoulder,DeltoidLateral,Cable Lateral Raise (pulleys close),Cable,https://exrx.net/WeightExercises/DeltoidLateral/CBLateralRaiseClose
shoulder,DeltoidLateral,Cable Seated Lateral Raise,Cable,https://exrx.net/WeightExercises/DeltoidLateral/CBSeatedLateralRaise
shoulder,DeltoidLateral,Cable Upright Row,Cable,https://exrx.net/WeightExercises/DeltoidLateral/CBUprightRow
shoulder,DeltoidLateral,Cable Bar Upright Row,Cable,https://exrx.net/WeightExercises/DeltoidLateral/CBBarUprightRow
shoulder,DeltoidLateral,Cable Upright Row (dual pulley),Cable,https://exrx.net/WeightExercises/DeltoidLateral/CBUprightRowDualPulley
shoulder,DeltoidLateral,Cable One Arm Upright Row,Cable,https://exrx.net/WeightExercises/DeltoidLateral/CBOneArmUprightRow
shoulder,DeltoidLateral,Cable Upright Row (with rope attachment),Cable,https://exrx.net/WeightExercises/DeltoidLateral/CBUprightRowRope
shoulder,DeltoidLateral,Cable Upright Row (stirrup attachments),Cable,https://exrx.net/WeightExercises/DeltoidLateral/CBUprightRowStirrups
shoulder,DeltoidLateral,Cable Wide Grip Upright Row,Cable,https://exrx.net/WeightExercises/DeltoidLateral/CBWideGripUprightRow
shoulder,DeltoidLateral,Cable Y Raise,Cable,https://exrx.net/WeightExercises/DeltoidLateral/CBYRaise
shoulder,DeltoidLateral,Cable Seated Y Raise,Cable,https://exrx.net/WeightExercises/DeltoidLateral/CBSeatedYRaise
shoulder,DeltoidLateral,Cable Seated Y Raise (with rope attachment),Cable,https://exrx.net/WeightExercises/DeltoidLateral/CBSeatedYRaiseRope
shoulder,DeltoidLateral,Dumbbell Incline Lateral Raise,Dumbbell,https://exrx.net/WeightExercises/DeltoidLateral/DBInclineLateralRaise
shoulder,DeltoidLateral,Dumbbell Lateral Raise,Dumbbell,https://exrx.net/WeightExercises/DeltoidLateral/DBLateralRaise
shoulder,DeltoidLateral,Dumbbell One Arm Lateral Raise,Dumbbell,https://exrx.net/WeightExercises/DeltoidLateral/DBOneArmLateralRaise
shoulder,DeltoidLateral,Dumbbell One Arm Seated Lateral Raise,Dumbbell,https://exrx.net/WeightExercises/DeltoidLateral/DBOneArmSeatedLateralRaise
shoulder,DeltoidLateral,Dumbbell Lying Lateral Raise,Dumbbell,https://exrx.net/WeightExercises/DeltoidLateral/DBLyingLateralRaise
shoulder,DeltoidLateral,Dumbbell Raise,Dumbbell,https://exrx.net/WeightExercises/DeltoidLateral/DBRaises
shoulder,DeltoidLateral,Dumbbell Upright Row,Dumbbell,https://exrx.net/WeightExercises/DeltoidLateral/DBUprightRow
shoulder,DeltoidLateral,Dumbbell One Arm Upright Row,Dumbbell,https://exrx.net/WeightExercises/DeltoidLateral/DBOneArmUprightRow
shoulder,DeltoidLateral,Dumbbell Seated Upright Row,Dumbbell,https://exrx.net/WeightExercises/DeltoidLateral/DBSeatedUprightRow
shoulder,DeltoidLateral,Lever Barbell Upright Row (plate loaded),Lever,https://exrx.net/WeightExercises/DeltoidLateral/LVBBUprightRow
shoulder,DeltoidLateral,Lever Lateral Raise (plate loaded),Lever,https://exrx.net/WeightExercises/DeltoidLateral/LVLateralRaiseH
shoulder,DeltoidLateral,Lever Lateral Raise,Lever,https://exrx.net/WeightExercises/DeltoidLateral/LVLateralRaise
shoulder,DeltoidLateral,Lever Extended Arm Lateral Raise,Lever,https://exrx.net/WeightExercises/DeltoidLateral/LVExtendedArmLateralRaise
shoulder,DeltoidLateral,Lever Extended Arm Kneeling Lateral Raise,Lever,https://exrx.net/WeightExercises/DeltoidLateral/LVExtendedArmKneelingLateralRaise
shoulder,DeltoidLateral,Lever Lateral Raise,Lever,https://exrx.net/WeightExercises/DeltoidLateral/LVLateralRaise2
shoulder,DeltoidLateral,Smith Upright Row,Smith,https://exrx.net/WeightExercises/DeltoidLateral/SMUprightRow
shoulder,DeltoidLateral,Smith Wide Grip Upright Row,Smith,https://exrx.net/WeightExercises/DeltoidLateral/SMWideGripUprightRow
shoulder,DeltoidLateral,Suspended Y Lateral Raise,Suspended,https://exrx.net/WeightExercises/DeltoidLateral/STYShoulderRaise
shoulder,DeltoidPosterior,Barbell Rear Delt Raise,Barbell,https://exrx.net/WeightExercises/DeltoidPosterior/BBRearDeltRaise
shoulder,DeltoidPosterior,Barbell Rear Delt Row,Barbell,https://exrx.net/WeightExercises/DeltoidPosterior/BBRearDeltRow
shoulder,DeltoidPosterior,Barbell Lying Rear Delt Row,Barbell,https://exrx.net/WeightExercises/DeltoidPosterior/BBLyingRearDeltRow
shoulder,DeltoidPosterior,Cable Reverse Fly,Cable,https://exrx.net/WeightExercises/DeltoidPosterior/CBStandingReverseFly
shoulder,DeltoidPosterior,Cable Seated Reverse Fly,Cable,https://exrx.net/WeightExercises/DeltoidPosterior/CBSeatedRearDeltPull
shoulder,DeltoidPosterior,Cable One Arm Reverse Fly,Cable,https://exrx.net/WeightExercises/DeltoidPosterior/CBRearDeltPull
shoulder,DeltoidPosterior,Cable Supine Reverse Fly,Cable,https://exrx.net/WeightExercises/DeltoidPosterior/CBSupineRearLateralRaise
shoulder,DeltoidPosterior,Cable Rear Delt Row,Cable,https://exrx.net/WeightExercises/DeltoidPosterior/CBRearDeltRow
shoulder,DeltoidPosterior,Cable One Arm Rear Delt Row,Cable,https://exrx.net/WeightExercises/DeltoidPosterior/CBOneArmRearDeltRow
shoulder,DeltoidPosterior,Cable Standing Rear Delt Row (with rope),Cable,https://exrx.net/WeightExercises/DeltoidPosterior/CBStandingRearDeltRowRope
shoulder,DeltoidPosterior,Cable Rear Delt Row (stirrups),Cable,https://exrx.net/WeightExercises/DeltoidPosterior/CBRearDeltRowStirrups
shoulder,DeltoidPosterior,Cable Seated Rear Delt Row (stirrups),Cable,https://exrx.net/WeightExercises/DeltoidPosterior/CBSeatedRearDeltRowStirrups
shoulder,DeltoidPosterior,Cable Standing Rear Delt Row (stirrups),Cable,https://exrx.net/WeightExercises/DeltoidPosterior/CBStandingRearDeltRowStirrups
shoulder,DeltoidPosterior,Cable Rear Lateral Raise,Cable,https://exrx.net/WeightExercises/DeltoidPosterior/CBRearLateralRaise
shoulder,DeltoidPosterior,Cable One Arm Rear Lateral Raise,Cable,https://exrx.net/WeightExercises/DeltoidPosterior/CBOneArmRearLateralRaise
shoulder,DeltoidPosterior,Cable Seated Rear Lateral Raise,Cable,https://exrx.net/WeightExercises/DeltoidPosterior/CBSeatedRearLateralRaise
shoulder,DeltoidPosterior,Cable Standing Cross Row,Cable,https://exrx.net/WeightExercises/DeltoidPosterior/CBStandingCrossRow
shoulder,DeltoidPosterior,Cable One Arm Standing Cross Row,Cable,https://exrx.net/WeightExercises/DeltoidPosterior/CBOneArmCrossRow
shoulder,DeltoidPosterior,Dumbbell Lying Rear Delt Row,Dumbbell,https://exrx.net/WeightExercises/DeltoidPosterior/DBLyingRearDeltRow
shoulder,DeltoidPosterior,Dumbbell Lying Rear Lateral Raise,Dumbbell,https://exrx.net/WeightExercises/DeltoidPosterior/DBLyingRearLateralRaise
shoulder,DeltoidPosterior,Dumbbell Lying One Arm Rear Lateral Raise,Dumbbell,https://exrx.net/WeightExercises/DeltoidPosterior/DBOneArmRearLateralRaise
shoulder,DeltoidPosterior,Dumbbell Rear Lateral Raise,Dumbbell,https://exrx.net/WeightExercises/DeltoidPosterior/DBRearLateralRaise
shoulder,DeltoidPosterior,Dumbbell Rear Delt Row,Dumbbell,https://exrx.net/WeightExercises/DeltoidPosterior/DBRearDeltRow
shoulder,DeltoidPosterior,Dumbbell Seated Rear Lateral Raise,Dumbbell,https://exrx.net/WeightExercises/DeltoidPosterior/DBSeatedRearLateralRaise
shoulder,DeltoidPosterior,Dumbbell Side Lying Rear Delt Raise,Dumbbell,https://exrx.net/WeightExercises/DeltoidPosterior/DBLyingRearDeltRaise
shoulder,DeltoidPosterior,Lever Incline Rear Delt Row (plate loaded),Lever,https://exrx.net/WeightExercises/DeltoidPosterior/LVInclineRearDeltRowPL
shoulder,DeltoidPosterior,Lever Lying Rear Lateral Raise (plate loaded),Lever,https://exrx.net/WeightExercises/DeltoidPosterior/LVLyingRearLateralRaiseH
shoulder,DeltoidPosterior,Lever Rear Delt Raise (plate loaded),Lever,https://exrx.net/WeightExercises/DeltoidPosterior/LVRearDeltRaise
shoulder,DeltoidPosterior,Lever Seated Rear Delt Row (plate loaded),Lever,https://exrx.net/WeightExercises/DeltoidPosterior/LVRearDeltRowHammer
shoulder,DeltoidPosterior,Lever Seated Rear Delt Row (plate loaded),Lever,https://exrx.net/WeightExercises/DeltoidPosterior/LVRearDeltRowC
shoulder,DeltoidPosterior,Lever Seated Rear Lateral Raise (plate loaded),Lever,https://exrx.net/WeightExercises/DeltoidPosterior/LVSeatedRearLateralRaise
shoulder,DeltoidPosterior,Lever T-Bar Rear Delt Row (plate loaded),Lever,https://exrx.net/WeightExercises/DeltoidPosterior/LVTBarRearDeltRow
shoulder,DeltoidPosterior,Lever Lying Rear Lateral Raise,Lever,https://exrx.net/WeightExercises/DeltoidPosterior/LVLyingRearLateralRaise
shoulder,DeltoidPosterior,Lever Rear Lateral Raise (on lateral raise machine),Lever,https://exrx.net/WeightExercises/DeltoidPosterior/LVRearLateralRaiseOnLatRsMch
shoulder,DeltoidPosterior,Lever Rear Lateral Raise (on extended arm kneeling lateral raise machine),Lever,https://exrx.net/WeightExercises/DeltoidPosterior/LVRearLateralRaiseOnExtArmLatRsMch
shoulder,DeltoidPosterior,Lever Seated Rear Delt Row,Lever,https://exrx.net/WeightExercises/DeltoidPosterior/LVRearDeltRow
shoulder,DeltoidPosterior,Lever Seated Reverse Fly (parallel grip),Lever,https://exrx.net/WeightExercises/DeltoidPosterior/LVRearLateralRaise
shoulder,DeltoidPosterior,Lever Seated Reverse Fly (gripless),Lever,https://exrx.net/WeightExercises/DeltoidPosterior/LVSeatedRearDeltFly
shoulder,DeltoidPosterior,Lever Seated Reverse Fly (on pec deck),Lever,https://exrx.net/WeightExercises/DeltoidPosterior/LVRearDeltFlyGriplessPecDeck
shoulder,DeltoidPosterior,Lever Seated Reverse Fly (overhand grip),Lever,https://exrx.net/WeightExercises/DeltoidPosterior/LVReverseFlyOverhand
shoulder,DeltoidPosterior,Lever Seated Reverse Fly (pronated parallel grip),Lever,https://exrx.net/WeightExercises/DeltoidPosterior/LVReverseFlyPronated
shoulder,DeltoidPosterior,Smith Rear Delt Row,Smith,https://exrx.net/WeightExercises/DeltoidPosterior/SMRearDeltRow
shoulder,DeltoidPosterior,Rear Delt Inverted Row,BodyWeight,https://exrx.net/WeightExercises/DeltoidPosterior/BWRearDeltInvertedRow
shoulder,DeltoidPosterior,Rear Delt Inverted Row (high bar),BodyWeight,https://exrx.net/WeightExercises/DeltoidPosterior/BWRearDeltInvertedRowHigh
shoulder,DeltoidPosterior,Rear Delt Inverted Row (on hips),BodyWeight,https://exrx.net/WeightExercises/DeltoidPosterior/BWRearDeltInvertedRowHips
shoulder,DeltoidPosterior,Suspended Rear Delt Row,Suspended,https://exrx.net/WeightExercises/DeltoidPosterior/STRearDeltRow
shoulder,DeltoidPosterior,Suspended Reverse Fly,Suspended,https://exrx.net/WeightExercises/DeltoidPosterior/STReverseFly
shoulder,Supraspinatus,Cable Front Lateral Raise,Cable,https://exrx.net/WeightExercises/Supraspinatus/CBFrontLateralRaise
shoulder,Supraspinatus,Cable Seated Front Lateral Raise,Cable,https://exrx.net/WeightExercises/Supraspinatus/CBSeatedFrontLateralRaise
shoulder,Supraspinatus,Dumbbell Front Lateral Raise,Dumbbell,https://exrx.net/WeightExercises/Supraspinatus/DBFrontLateralRaise
shoulder,Supraspinatus,Dumbbell Seated Front Lateral Raise,Dumbbell,https://exrx.net/WeightExercises/Supraspinatus/DBFrontLateralRaiseSeated
shoulder,Supraspinatus,Dumbbell Full Can Lateral Raise,Dumbbell,https://exrx.net/WeightExercises/Supraspinatus/DBFullCanLateralRaise
UpperArms,Triceps,Machine-assisted Triceps Dip,Assisted,https://exrx.net/WeightExercises/Triceps/ASTriDip
UpperArms,Triceps,Machine-assisted Triceps Dip (kneeling),Assisted,https://exrx.net/WeightExercises/Triceps/ASTriDipKneeling
UpperArms,Triceps,Barbell Close Grip Bench Press,Barbell,https://exrx.net/WeightExercises/Triceps/BBCloseGripBenchPress
UpperArms,Triceps,Barbell Close Grip Incline Bench Press,Barbell,https://exrx.net/WeightExercises/Triceps/BBCloseGripInclineBenchPress
UpperArms,Triceps,Barbell JM Bench Press,Barbell,https://exrx.net/WeightExercises/Triceps/BBJMPress
UpperArms,Triceps,Barbell Lying Triceps Extension,Barbell,https://exrx.net/WeightExercises/Triceps/BBLyingTriExt
UpperArms,Triceps,Barbell Decline Triceps Extension,Barbell,https://exrx.net/WeightExercises/Triceps/BBDeclineTriExt
UpperArms,Triceps,Barbell Incline Triceps Extension,Barbell,https://exrx.net/WeightExercises/Triceps/BBInclineTriExt
UpperArms,Triceps,"Barbell Lying Triceps Extension ""Skull Crusher""",Barbell,https://exrx.net/WeightExercises/Triceps/BBLyingTriExtSC
UpperArms,Triceps,Barbell Triceps Extension,Barbell,https://exrx.net/WeightExercises/Triceps/BBTriExt
UpperArms,Triceps,Cable Bent-over Triceps Extension,Cable,https://exrx.net/WeightExercises/Triceps/CBBentoverTriExt
UpperArms,Triceps,Cable Bent-over Triceps Extension (with rope attachment),Cable,https://exrx.net/WeightExercises/Triceps/CBBentoverTriExtRope
UpperArms,Triceps,Cable Forward Triceps Extension,Cable,https://exrx.net/WeightExercises/Triceps/CBForwardTricepsExt
UpperArms,Triceps,Cable Incline Triceps Extension,Cable,https://exrx.net/WeightExercises/Triceps/CBInclineTriExt
UpperArms,Triceps,Cable Kneeling Triceps Extension,Cable,https://exrx.net/WeightExercises/Triceps/CBKneelingTriExt
UpperArms,Triceps,Cable Lying Triceps Extension,Cable,https://exrx.net/WeightExercises/Triceps/CBLyingTriExt
UpperArms,Triceps,Cable Decline Triceps Extension,Cable,https://exrx.net/WeightExercises/Triceps/CBDeclineTricepsExt
UpperArms,Triceps,Cable Pushdown,Cable,https://exrx.net/WeightExercises/Triceps/CBPushdown
UpperArms,Triceps,Cable Alternating Seated Pushdown,Cable,https://exrx.net/WeightExercises/Triceps/CBAlternatingSeatedPushdown
UpperArms,Triceps,Cable Bar Pushdown,Cable,https://exrx.net/WeightExercises/Triceps/CBBarPushdown
UpperArms,Triceps,Cable Pushdown (forward leaning),Cable,https://exrx.net/WeightExercises/Triceps/CBPushdownHeavy
UpperArms,Triceps,Cable Incline Pushdown,Cable,https://exrx.net/WeightExercises/Triceps/CBInclinePushdown
UpperArms,Triceps,Cable One Arm Pushdown,Cable,https://exrx.net/WeightExercises/Triceps/CBOneArmPushdown
UpperArms,Triceps,Cable Pushdown (with back support),Cable,https://exrx.net/WeightExercises/Triceps/CBPushdownSupport
UpperArms,Triceps,Cable Pushdown (with rope attachment),Cable,https://exrx.net/WeightExercises/Triceps/CBPushdownRope
UpperArms,Triceps,Cable Pushdown (with V-bar),Cable,https://exrx.net/WeightExercises/Triceps/CBPushdownVBar
UpperArms,Triceps,Cable Side Triceps Extension,Cable,https://exrx.net/WeightExercises/Triceps/CBSideTricepsExt
UpperArms,Triceps,Cable Triceps Dip,Cable,https://exrx.net/WeightExercises/Triceps/CBTriDip
UpperArms,Triceps,Cable Triceps Extension,Cable,https://exrx.net/WeightExercises/Triceps/CBTriExt
UpperArms,Triceps,Cable One Arm Triceps Extension (pronated grip),Cable,https://exrx.net/WeightExercises/Triceps/CBOneArmTriExtPronated
UpperArms,Triceps,Cable One Arm Triceps Extension (supinated grip),Cable,https://exrx.net/WeightExercises/Triceps/CBOneArmTriExt
UpperArms,Triceps,Cable Triceps Extension (with rope),Cable,https://exrx.net/WeightExercises/Triceps/CBStandingTricepsExtensionRope
UpperArms,Triceps,Dumbbell Kickback,Dumbbell,https://exrx.net/WeightExercises/Triceps/DBKickback
UpperArms,Triceps,Dumbbell Lying Triceps Extension,Dumbbell,https://exrx.net/WeightExercises/Triceps/DBLyingTriExt
UpperArms,Triceps,Dumbbell Decline Triceps Extension,Dumbbell,https://exrx.net/WeightExercises/Triceps/DBDeclineTriExt
UpperArms,Triceps,Dumbbell Incline Triceps Extension,Dumbbell,https://exrx.net/WeightExercises/Triceps/DBInclineTricepsExt
UpperArms,Triceps,Dumbbell One Arm Triceps Extension,Dumbbell,https://exrx.net/WeightExercises/Triceps/DBOneArmTriExt
UpperArms,Triceps,Dumbbell One Arm Triceps Extension (on bench),Dumbbell,https://exrx.net/WeightExercises/Triceps/DBOneArmTriExtBench
UpperArms,Triceps,Dumbbell Triceps Extension,Dumbbell,https://exrx.net/WeightExercises/Triceps/DBTriExt
UpperArms,Triceps,Lever Close Grip Bench Press (plate loaded),Lever,https://exrx.net/WeightExercises/Triceps/LVCloseGripBenchPressH
UpperArms,Triceps,Lever Barbell Close Grip Bench Press (plate loaded),Lever,https://exrx.net/WeightExercises/Triceps/LVBBCloseGripBenchPress
UpperArms,Triceps,Lever Triceps Extension (plate loaded),Lever,https://exrx.net/WeightExercises/Triceps/LVTriExtGripless
UpperArms,Triceps,"Lever Triceps Extension (no seat, plate loaded)",Lever,https://exrx.net/WeightExercises/Triceps/LVTricepsExtensionNoSeatPL
