Body,muscle,exercise,equipment,resource
back,LatissimusDorsi,Cable Twisting Standing Overhead Pull,Cable,https://exrx.net/WeightExercises/LatissimusDorsi/CBTwistingOverheadPull
back,LatissimusDorsi,Cable Underhand Pulldown,Cable,https://exrx.net/WeightExercises/LatissimusDorsi/CBUnderhandPulldown
back,LatissimusDorsi,Lever Close Grip Pulldown (plate-loaded),Lever,https://exrx.net/WeightExercises/LatissimusDorsi/LVCloseGripPulldownPL
back,LatissimusDorsi,Lever Front Pulldown (plate loaded),Lever,https://exrx.net/WeightExercises/LatissimusDorsi/LVFrontPulldownPL
back,LatissimusDorsi,Lever Pulldown (plate loaded),Lever,https://exrx.net/WeightExercises/LatissimusDorsi/LVPulldownH
back,LatissimusDorsi,Lever Pullover (plate loaded),Lever,https://exrx.net/WeightExercises/LatissimusDorsi/LVPulloverH
back,LatissimusDorsi,Lever Rear Pulldown (plate loaded),Lever,https://exrx.net/WeightExercises/LatissimusDorsi/LVRearPulldownPL
back,LatissimusDorsi,Lever Underhand Pulldown (plate loaded),Lever,https://exrx.net/WeightExercises/LatissimusDorsi/LVUnderhandPulldownH
back,LatissimusDorsi,Lever Underhand Pulldown (plate loaded),Lever,https://exrx.net/WeightExercises/LatissimusDorsi/LVUnderhandPulldownPL
back,LatissimusDorsi,Lever Close Grip Pulldown,Lever,https://exrx.net/WeightExercises/LatissimusDorsi/LVCloseGripPulldown
back,LatissimusDorsi,Lever Close Grip Pulldown,Lever,https://exrx.net/WeightExercises/LatissimusDorsi/LVCloseGripPulldown2
back,LatissimusDorsi,Lever Front Pulldown,Lever,https://exrx.net/WeightExercises/LatissimusDorsi/LVFrontPulldown
back,LatissimusDorsi,Lever Iron Cross,Lever,https://exrx.net/WeightExercises/LatissimusDorsi/LVIronCross
back,LatissimusDorsi,Lever Pulldown,Lever,https://exrx.net/WeightExercises/LatissimusDorsi/LVPulldown
back,LatissimusDorsi,Lever Pulldown,Lever,https://exrx.net/WeightExercises/LatissimusDorsi/LVPulldown2
back,LatissimusDorsi,Lever Pulldown (parallel grip),Lever,https://exrx.net/WeightExercises/LatissimusDorsi/LVPulldownParallelGrip
back,LatissimusDorsi,Lever Pullover,Lever,https://exrx.net/WeightExercises/LatissimusDorsi/LVPullover
back,LatissimusDorsi,Lever Underhand Pulldown,Lever,https://exrx.net/WeightExercises/LatissimusDorsi/LVUnderhandPulldownS
back,LatissimusDorsi,Lever Underhand Pulldown,Lever,https://exrx.net/WeightExercises/LatissimusDorsi/LVUnderhandPulldown
back,LatissimusDorsi,Lever Alternating Underhand Pulldown,Lever,https://exrx.net/WeightExercises/LatissimusDorsi/LVAltUnderhandPulldownS
back,LatissimusDorsi,Weighted Chin-up,Weight,https://exrx.net/WeightExercises/LatissimusDorsi/WtUnderhandChinup
back,LatissimusDorsi,Weighted Parallel Close Grip Pull-up,Weight,https://exrx.net/WeightExercises/LatissimusDorsi/WtCloseGripChinup
back,LatissimusDorsi,Weighted Pull-up,Weight,https://exrx.net/WeightExercises/LatissimusDorsi/WtPullup
back,LatissimusDorsi,Weighted Pull-up (neutral grip),Weight,https://exrx.net/WeightExercises/LatissimusDorsi/WtPullupN
back,LatissimusDorsi,Weighted Pull-up (open-centered bar),Weight,https://exrx.net/WeightExercises/LatissimusDorsi/WtPullupOpen
back,LatissimusDorsi,Weighted Rear Pull-up,Weight,https://exrx.net/WeightExercises/LatissimusDorsi/WtRearPullup
back,LatissimusDorsi,Band-assisted Chin-up,Assisted,https://exrx.net/WeightExercises/LatissimusDorsi/ASChinupBand
back,LatissimusDorsi,Band-assisted Pull-up,Assisted,https://exrx.net/WeightExercises/LatissimusDorsi/ASPullupBand
back,LatissimusDorsi,Band-assisted Neutral Grip Pull-up,Assisted,https://exrx.net/WeightExercises/LatissimusDorsi/ASNeutralGripPullupFootBand
back,LatissimusDorsi,Band-assisted Parallel Grip Pull-up,Assisted,https://exrx.net/WeightExercises/LatissimusDorsi/ASParallelGripPullupBand
back,LatissimusDorsi,Band-assisted Rear Pull-up,Assisted,https://exrx.net/WeightExercises/LatissimusDorsi/ASRearPullupBand
back,LatissimusDorsi,Chin-up,BodyWeight,https://exrx.net/WeightExercises/LatissimusDorsi/BWUnderhandChinup
back,LatissimusDorsi,Parallel Close Grip Pull-up,BodyWeight,https://exrx.net/WeightExercises/LatissimusDorsi/BWCloseGripChinup
back,LatissimusDorsi,Pull-up,BodyWeight,https://exrx.net/WeightExercises/LatissimusDorsi/BWPullup
back,LatissimusDorsi,Pull-up (neutral grip),BodyWeight,https://exrx.net/WeightExercises/LatissimusDorsi/BWPullupN
back,LatissimusDorsi,Pull-up (open-centered bar),BodyWeight,https://exrx.net/WeightExercises/LatissimusDorsi/BWPullupOpen
back,LatissimusDorsi,Rear Pull-up,BodyWeight,https://exrx.net/WeightExercises/LatissimusDorsi/BWRearPullup
back,LatissimusDorsi,Partner-assisted Chin-up,Assisted,https://exrx.net/WeightExercises/LatissimusDorsi/AsUnderhandChinupPartner
back,LatissimusDorsi,Partner-assisted Pull-up,Assisted,https://exrx.net/WeightExercises/LatissimusDorsi/AsChinupPartner
back,LatissimusDorsi,Partner-assisted Rear Pull-up,Assisted,https://exrx.net/WeightExercises/LatissimusDorsi/AsRearPullupPartner
back,LatissimusDorsi,Self-assisted Chin-up,Assisted,https://exrx.net/WeightExercises/LatissimusDorsi/AsUnderhandChinupSelf
back,LatissimusDorsi,Self-assisted Pull-up,Assisted,https://exrx.net/WeightExercises/LatissimusDorsi/AsChinupSelf
back,LatissimusDorsi,Self-assisted Rear Pull-up,Assisted,https://exrx.net/WeightExercises/LatissimusDorsi/ASRearPullupSelf
back,LatissimusDorsi,Suspended Pull-up,Suspended,https://exrx.net/WeightExercises/LatissimusDorsi/STPullup
back,LatissimusDorsi,Suspended Self-assisted Pull-up,Suspended,https://exrx.net/WeightExercises/LatissimusDorsi/STSelfAssistedPullup
back,TrapeziusUpper,Cambered Barbell Seated Shrug,Cable,https://exrx.net/WeightExercises/TrapeziusUpper/CBSeatShrug
back,TrapeziusUpper,Barbell Shrug,Barbell,https://exrx.net/WeightExercises/TrapeziusUpper/BBShrug
back,TrapeziusUpper,Trap Bar Shrug,TrapBar,https://exrx.net/WeightExercises/TrapeziusUpper/TBShrug
back,TrapeziusUpper,Trap Bar Shrug (elevated stand),SafetyBarbell,https://exrx.net/WeightExercises/TrapeziusUpper/SBShrugStand
back,TrapeziusUpper,Cable Shrug,Cable,https://exrx.net/WeightExercises/TrapeziusUpper/CBShrug
back,TrapeziusUpper,Cable Bar Shrug,Cable,https://exrx.net/WeightExercises/TrapeziusUpper/CBBarShrug
back,TrapeziusUpper,Cable Shrug (dual pulley),Cable,https://exrx.net/WeightExercises/TrapeziusUpper/CBShrugDualPulley
back,TrapeziusUpper,Cable Shrug (with stirrups),Cable,https://exrx.net/WeightExercises/TrapeziusUpper/CBShrugStirrups
back,TrapeziusUpper,Cable One Arm Shrug,Cable,https://exrx.net/WeightExercises/TrapeziusUpper/CBOneArmShrug
back,TrapeziusUpper,Dumbbell Shrug,Dumbbell,https://exrx.net/WeightExercises/TrapeziusUpper/DBShrug
back,TrapeziusUpper,Lever Gripless Shrug (plate loaded),Lever,https://exrx.net/WeightExercises/TrapeziusUpper/LVXGripShrugPL
back,TrapeziusUpper,Lever Seated Shrug (plate loaded),Lever,https://exrx.net/WeightExercises/TrapeziusUpper/LVSeatedShrug
back,TrapeziusUpper,Lever Shrug (plate loaded),Lever,https://exrx.net/WeightExercises/TrapeziusUpper/LVShrugH
back,TrapeziusUpper,Lever Barbell Shrug (plate loaded),Lever,https://exrx.net/WeightExercises/TrapeziusUpper/LVBBShrug
back,TrapeziusUpper,Lever Narrow Grip Shrug (plate loaded),Lever,https://exrx.net/WeightExercises/TrapeziusUpper/LVShrugNarrowH
back,TrapeziusUpper,Lever Gripless Shrug,Lever,https://exrx.net/WeightExercises/TrapeziusUpper/LVXGripShrug
back,TrapeziusUpper,Lever Seated Gripless Shrug,Lever,https://exrx.net/WeightExercises/TrapeziusUpper/LVSeatXGripShrug
back,TrapeziusUpper,Lever Shrug,Lever,https://exrx.net/WeightExercises/TrapeziusUpper/LVShrug
back,TrapeziusUpper,Sled Gripless Shrug,Sled,https://exrx.net/WeightExercises/TrapeziusUpper/SLXGripShrug
back,TrapeziusUpper,Smith Shrug,Smith,https://exrx.net/WeightExercises/TrapeziusUpper/SMShrug
back,TrapeziusUpper,Inverted Shrug (on parallel bars),BodyWeight,https://exrx.net/WeightExercises/TrapeziusUpper/BWInvertedShrugPB
back,TrapeziusUpper,Suspended Inverted Shrug,BodyWeight,https://exrx.net/WeightExercises/TrapeziusUpper/BWInvertedShrugRings
back,Infraspinatus,Cable Seated Shoulder External Rotation,Cable,https://exrx.net/WeightExercises/Infraspinatus/CBSeatedExternalRotation
back,Infraspinatus,Cable Standing Shoulder External Rotation,Cable,https://exrx.net/WeightExercises/Infraspinatus/CBStandingExternalRotation
back,Infraspinatus,Cable Upright Shoulder External Rotation,Cable,https://exrx.net/WeightExercises/Infraspinatus/CBUprightExternalRotation
back,Infraspinatus,Dumbbell Lying Shoulder External Rotation,Dumbbell,https://exrx.net/WeightExercises/Infraspinatus/DBLyingExternalRotation
back,Infraspinatus,Dumbbell Incline Shoulder External Rotation,Dumbbell,https://exrx.net/WeightExercises/Infraspinatus/DBInclineExternalRotation
back,Infraspinatus,Dumbbell Seated Shoulder External Rotation,Dumbbell,https://exrx.net/WeightExercises/Infraspinatus/DBSeatedExternalRotation
back,Infraspinatus,Dumbbell Upright Shoulder External Rotation,Dumbbell,https://exrx.net/WeightExercises/Infraspinatus/DBUprightExternalRotation
back,Infraspinatus,Dumbbell Upright Shoulder External Rotation (with support),Dumbbell,https://exrx.net/WeightExercises/Infraspinatus/DBUprightExternalRotationSupport
back,Infraspinatus,Lever Shoulder External Rotation (plate loaded),Lever,https://exrx.net/WeightExercises/Infraspinatus/LVShoulderExternalRotationPL
back,Infraspinatus,Lever Shoulder External Rotation,Lever,https://exrx.net/WeightExercises/Infraspinatus/LVExternalRotation
back,Infraspinatus,Lever Upright Shoulder External Rotation,Lever,https://exrx.net/WeightExercises/Infraspinatus/LVUprightExternalRotation
back,Infraspinatus,Suspended Shoulder External Rotation,Suspended,https://exrx.net/WeightExercises/Infraspinatus/STShoulderExternalRotation
back,Subscapularis,Cable Seated Shoulder Internal Rotation,Cable,https://exrx.net/WeightExercises/Subscapularis/CBInternalRotation
back,Subscapularis,Cable Standing Shoulder Internal Rotation,Cable,https://exrx.net/WeightExercises/Subscapularis/CBStandingInternalRotation
back,Subscapularis,Dumbbell Shoulder Internal Rotation (on bench),Dumbbell,https://exrx.net/WeightExercises/Subscapularis/DBInternalRotation
back,Subscapularis,Dumbbell Shoulder Internal Rotation (on floor),Dumbbell,https://exrx.net/WeightExercises/Subscapularis/DBInternalRotationFloor
back,Subscapularis,Lever Shoulder Internal Rotation (plate loaded),Lever,https://exrx.net/WeightExercises/Subscapularis/LVShoulderInternalRotationPL
back,Subscapularis,Lever Shoulder Internal Rotation,Lever,https://exrx.net/WeightExercises/Subscapularis/LVInternalRotation
back,Subscapularis,Lever Upright Shoulder Internal Rotation,Lever,https://exrx.net/WeightExercises/Subscapularis/LVUprightInternalRotation
chest,PectoralSternal,Machine-assisted Chest Dip,Assisted,https://exrx.net/WeightExercises/PectoralSternal/AsChestDip
chest,PectoralSternal,Machine-assisted Chest Dip (kneeling),Assisted,https://exrx.net/WeightExercises/PectoralSternal/AsChestDipKneeling
chest,PectoralSternal,Barbell Bench Press,Barbell,https://exrx.net/WeightExercises/PectoralSternal/BBBenchPress
chest,PectoralSternal,Barbell Bench Press (power lift),Barbell,https://exrx.net/WeightExercises/PectoralSternal/BBBenchPressPowerLift
chest,PectoralSternal,Barbell Board Press,Barbell,https://exrx.net/WeightExercises/PectoralSternal/BBBoardPress
chest,PectoralSternal,Barbell Floor Press,Barbell,https://exrx.net/WeightExercises/PectoralSternal/BBFloorPress
chest,PectoralSternal,Barbell Guillotine Bench Press,Barbell,https://exrx.net/WeightExercises/PectoralSternal/BBGuillotineBenchPress
chest,PectoralSternal,Barbell Bench Press (with chains),Barbell,https://exrx.net/WeightExercises/PectoralSternal/BBBenchPressChain
chest,PectoralSternal,Barbell Decline Bench Press,Barbell,https://exrx.net/WeightExercises/PectoralSternal/BBDeclineBenchPress
chest,PectoralSternal,Cable Chest Dip,Cable,https://exrx.net/WeightExercises/PectoralSternal/CBChestDip
chest,PectoralSternal,Cable Decline Fly,Cable,https://exrx.net/WeightExercises/PectoralSternal/CBDeclineFly
chest,PectoralSternal,Cable Lying Fly,Cable,https://exrx.net/WeightExercises/PectoralSternal/CBLyingFly
chest,PectoralSternal,Cable Seated Fly,Cable,https://exrx.net/WeightExercises/PectoralSternal/CBSeatedFly
chest,PectoralSternal,Cable Standing Fly,Cable,https://exrx.net/WeightExercises/PectoralSternal/CBStandingFly
chest,PectoralSternal,Cable Bench Press,Cable,https://exrx.net/WeightExercises/PectoralSternal/CBBenchPress
chest,PectoralSternal,Cable Bar Bench Press,Cable,https://exrx.net/WeightExercises/PectoralSternal/CBBarBenchPress
chest,PectoralSternal,Cable Chest Press,Cable,https://exrx.net/WeightExercises/PectoralSternal/CBChestPress
chest,PectoralSternal,Cable One Arm Chest Press,Cable,https://exrx.net/WeightExercises/PectoralSternal/CBOneArmChestPress
chest,PectoralSternal,Cable Standing Chest Press,Cable,https://exrx.net/WeightExercises/PectoralSternal/CBStandingChestPress
chest,PectoralSternal,Cable Bar Standing Chest Press,Cable,https://exrx.net/WeightExercises/PectoralSternal/CBBarStandingChestPress
chest,PectoralSternal,Cable Twisting Chest Press,Cable,https://exrx.net/WeightExercises/PectoralSternal/CBTwistingChestPress
chest,PectoralSternal,Cable Decline Chest Press,Cable,https://exrx.net/WeightExercises/PectoralSternal/CBDeclineChestPress
chest,PectoralSternal,Cable Bar Standing Decline Chest Press,Cable,https://exrx.net/WeightExercises/PectoralSternal/CBBarStandingDeclineChestPress
chest,PectoralSternal,Cable Standing Decline Chest Press,Cable,https://exrx.net/WeightExercises/PectoralSternal/CBStandingDeclineChestPress
chest,PectoralSternal,Cable Twisting Standing Chest Press,Cable,https://exrx.net/WeightExercises/PectoralSternal/CBTwistingStandingChestPress
chest,PectoralSternal,Dumbbell Bench Press,Dumbbell,https://exrx.net/WeightExercises/PectoralSternal/DBBenchPress
chest,PectoralSternal,Dumbbell Decline Bench Press,Dumbbell,https://exrx.net/WeightExercises/PectoralSternal/DBDeclineBenchPress
chest,PectoralSternal,Dumbbell Decline Fly,Dumbbell,https://exrx.net/WeightExercises/PectoralSternal/DBDeclineFly
chest,PectoralSternal,Dumbbell Fly,Dumbbell,https://exrx.net/WeightExercises/PectoralSternal/DBFly
chest,PectoralSternal,Dumbbell Pullover,Dumbbell,https://exrx.net/WeightExercises/PectoralSternal/DBPullover
chest,PectoralSternal,Dumbbell Pullover (on apparatus),Dumbbell,https://exrx.net/WeightExercises/PectoralSternal/DBPulloverAp
chest,PectoralSternal,Dumbbell Pullover (on arched bench),Dumbbell,https://exrx.net/WeightExercises/PectoralSternal/DBPulloverArchedBench
chest,PectoralSternal,Lever Bench Press (plate loaded),Lever,https://exrx.net/WeightExercises/PectoralSternal/LVBenchPressH
chest,PectoralSternal,Lever Barbell Bench Press (plate loaded),Lever,https://exrx.net/WeightExercises/PectoralSternal/LVBBBenchPress
chest,PectoralSternal,Lever Chest Dip (plate loaded),Lever,https://exrx.net/WeightExercises/PectoralSternal/LVChestDipH
chest,PectoralSternal,Lever Chest Press (plate loaded),Lever,https://exrx.net/WeightExercises/PectoralSternal/LVChestPressH
chest,PectoralSternal,Lever Decline Chest Press (plate loaded),Lever,https://exrx.net/WeightExercises/PectoralSternal/LVDeclineChestPressH
chest,PectoralSternal,Lever Decline Chest Press (plate loaded),Lever,https://exrx.net/WeightExercises/PectoralSternal/LVDeclineChestPressPL
chest,PectoralSternal,Lever Wide Grip Chest Press (plate loaded),Lever,https://exrx.net/WeightExercises/PectoralSternal/LVWideGripChestPress
chest,PectoralSternal,Lever Chest Dip,Lever,https://exrx.net/WeightExercises/PectoralSternal/LVChestDip
chest,PectoralSternal,Lever Chest Dip,Lever,https://exrx.net/WeightExercises/PectoralSternal/LVChestDip2
chest,PectoralSternal,Lever Bent-over Fly (on iron cross machine),Lever,https://exrx.net/WeightExercises/PectoralSternal/LVBentoverFlyIronCross
chest,PectoralSternal,Lever Seated Decline Fly (gripless),Lever,https://exrx.net/WeightExercises/PectoralSternal/LVSeatedDeclineFly
chest,PectoralSternal,Lever Lying Fly,Lever,https://exrx.net/WeightExercises/PectoralSternal/LVLyingFly
chest,PectoralSternal,Lever Pec Deck Fly,Lever,https://exrx.net/WeightExercises/PectoralSternal/LVPecDeckFly
chest,PectoralSternal,Lever Decline Pec Deck Fly,Lever,https://exrx.net/WeightExercises/PectoralSternal/LVDeclineFly
chest,PectoralSternal,Lever Seated Fly,Lever,https://exrx.net/WeightExercises/PectoralSternal/LVSeatedFly
chest,PectoralSternal,Lever Seated Fly,Lever,https://exrx.net/WeightExercises/PectoralSternal/LVSeatedFly2
chest,PectoralSternal,Lever Seated Fly (gripless),Lever,https://exrx.net/WeightExercises/PectoralSternal/LVSeatedFlyGripless
chest,PectoralSternal,Lever Seated Iron Cross Fly,Lever,https://exrx.net/WeightExercises/PectoralSternal/LVSeatedIronCrossFly
chest,PectoralSternal,Lever Bench Press,Lever,https://exrx.net/WeightExercises/PectoralSternal/LVBenchPress
chest,PectoralSternal,Lever Chest Press,Lever,https://exrx.net/WeightExercises/PectoralSternal/LVChestPressS
chest,PectoralSternal,Lever Alternating Chest Press,Lever,https://exrx.net/WeightExercises/PectoralSternal/LVAlternatingChestPress
chest,PectoralSternal,Lever Chest Press,Lever,https://exrx.net/WeightExercises/PectoralSternal/LVChestPress
chest,PectoralSternal,Lever Parallel Grip Chest Press,Lever,https://exrx.net/WeightExercises/PectoralSternal/LVParallelGripChestPress
chest,PectoralSternal,Lever Decline Chest Press,Lever,https://exrx.net/WeightExercises/PectoralSternal/LVDeclineChestPress
chest,PectoralSternal,Lever Alternating Decline Chest Press,Lever,https://exrx.net/WeightExercises/PectoralSternal/LVAlternatingDeclineChestPress
chest,PectoralSternal,Lever Decline Bench Press,Lever,https://exrx.net/WeightExercises/PectoralSternal/LVDeclineBenchPress
chest,PectoralSternal,Sled Standing Chest Dip,Sled,https://exrx.net/WeightExercises/PectoralSternal/SLStandingChestDip
chest,PectoralSternal,Sled Horizontal Grip Standing Chest Dip,Sled,https://exrx.net/WeightExercises/PectoralSternal/SLStandingChestDipWideHorizontalGrip
chest,PectoralSternal,Smith Bench Press,Smith,https://exrx.net/WeightExercises/PectoralSternal/SMBenchPress
chest,PectoralSternal,Smith Decline Bench Press,Smith,https://exrx.net/WeightExercises/PectoralSternal/SMDeclineBenchPress
chest,PectoralSternal,Weighted Chest Dip,Weight,https://exrx.net/WeightExercises/PectoralSternal/WtChestDip
chest,PectoralSternal,Weighted Push-up,Weight,https://exrx.net/WeightExercises/PectoralSternal/WtPushup
chest,PectoralSternal,Weighted Push-up (on handles),Weight,https://exrx.net/WeightExercises/PectoralSternal/WtPushupHandles
chest,PectoralSternal,Band-assisted Chest Dip,Assisted,https://exrx.net/WeightExercises/PectoralSternal/ASChestDipBand
chest,PectoralSternal,Chest Dip,BodyWeight,https://exrx.net/WeightExercises/PectoralSternal/BWChestDip
chest,PectoralSternal,Chest Dip (between benches),BodyWeight,https://exrx.net/WeightExercises/PectoralSternal/BWChestDipBenches
chest,PectoralSternal,Chest Dip (bent knees between benches),BodyWeight,https://exrx.net/WeightExercises/PectoralSternal/BWChestDipBenchesBentKnee
chest,PectoralSternal,Push-up,BodyWeight,https://exrx.net/WeightExercises/PectoralSternal/BWPushup
chest,PectoralSternal,Incline Push-up,BodyWeight,https://exrx.net/WeightExercises/PectoralSternal/BWInclinePushup
chest,PectoralSternal,Incline Push-up (on bar),BodyWeight,https://exrx.net/WeightExercises/PectoralSternal/BWInclinePushupBar
chest,PectoralSternal,Push-up (on knees),BodyWeight,https://exrx.net/WeightExercises/PectoralSternal/BWPushupKnee
chest,PectoralSternal,Self-assisted Chest Dip,Assisted,https://exrx.net/WeightExercises/PectoralSternal/AsChestDipSelf
chest,PectoralSternal,Suspended Chest Dip,Suspended,https://exrx.net/WeightExercises/PectoralSternal/STChestDip
chest,PectoralSternal,Suspended Self-assisted Chest Dip,Suspended,https://exrx.net/WeightExercises/PectoralSternal/STSelfAssistedChestDip
chest,PectoralSternal,Suspended Chest Press,Suspended,https://exrx.net/WeightExercises/PectoralSternal/STChestPress
chest,PectoralSternal,Suspended Fly,Suspended,https://exrx.net/WeightExercises/PectoralSternal/STFly
chest,PectoralClavicular,Barbell Incline Bench Press,Barbell,https://exrx.net/WeightExercises/PectoralClavicular/BBInclineBenchPress
chest,PectoralClavicular,Cable Incline Bench Press,Cable,https://exrx.net/WeightExercises/PectoralClavicular/CBInclineBenchPress
chest,PectoralClavicular,Cable Bar Incline Bench Press,Cable,https://exrx.net/WeightExercises/PectoralClavicular/CBBarInclineBenchPress
chest,PectoralClavicular,Cable Incline Chest Press,Cable,https://exrx.net/WeightExercises/PectoralClavicular/CBInclineChestPress
chest,PectoralClavicular,Cable Standing Incline Chest Press,Cable,https://exrx.net/WeightExercises/PectoralClavicular/CBStandingInclineChestPress
chest,PectoralClavicular,Cable Bar Standing Incline Chest Press,Cable,https://exrx.net/WeightExercises/PectoralClavicular/CBBarStandingInclineChestPress
chest,PectoralClavicular,Cable One Arm Standing Incline Chest Press,Cable,https://exrx.net/WeightExercises/PectoralClavicular/CBStandTwistInclineChestPress
chest,PectoralClavicular,Cable Incline Fly,Cable,https://exrx.net/WeightExercises/PectoralClavicular/CBInclineFly
chest,PectoralClavicular,Cable Standing Incline Fly,Cable,https://exrx.net/WeightExercises/PectoralClavicular/CBStandingInclineFly
chest,PectoralClavicular,Dumbbell Incline Bench Press,Dumbbell,https://exrx.net/WeightExercises/PectoralClavicular/DBInclineBenchPress
chest,PectoralClavicular,Dumbbell Incline Fly,Dumbbell,https://exrx.net/WeightExercises/PectoralClavicular/DBInclineFly
chest,PectoralClavicular,Lever Incline Bench Press (plate loaded),Lever,https://exrx.net/WeightExercises/PectoralClavicular/LVInclineBenchPressPL
chest,PectoralClavicular,Lever Barbell Incline Bench Press (plate loaded),Lever,https://exrx.net/WeightExercises/PectoralClavicular/LVBBInclineBenchPress
chest,PectoralClavicular,Lever Parallel Grip Incline Bench Press (plate loaded),Lever,https://exrx.net/WeightExercises/PectoralClavicular/LVParallelGripInclineBenchPressPL
chest,PectoralClavicular,Lever Incline Chest Press (plate loaded),Lever,https://exrx.net/WeightExercises/PectoralClavicular/LVInclineChestPressH
chest,PectoralClavicular,Lever Incline Chest Press (on Hammer military press),Lever,https://exrx.net/WeightExercises/PectoralClavicular/LVInclineChestPressOnHammerMilitaryPress
chest,PectoralClavicular,Lever Incline Bench Press,Lever,https://exrx.net/WeightExercises/PectoralClavicular/LVInclineBenchPress
chest,PectoralClavicular,Lever Parallel Grip Incline Bench Press,Lever,https://exrx.net/WeightExercises/PectoralClavicular/LVParallelGripInclineBenchPress
chest,PectoralClavicular,Lever Incline Chest Press,Lever,https://exrx.net/WeightExercises/PectoralClavicular/LVInclineChestPress
chest,PectoralClavicular,Lever Alternating Incline Chest Press,Lever,https://exrx.net/WeightExercises/PectoralClavicular/LVAlternatingInclineChestPress
chest,PectoralClavicular,Lever Parallel Grip Incline Chest Press,Lever,https://exrx.net/WeightExercises/PectoralClavicular/LVParallelGripInclineChestPress
chest,PectoralClavicular,Lever Incline Fly,Lever,https://exrx.net/WeightExercises/PectoralClavicular/LVInclineFly
chest,PectoralClavicular,Smith Incline Bench Press,Smith,https://exrx.net/WeightExercises/PectoralClavicular/SMInclineBenchPress
chest,PectoralClavicular,Decline Push-up,BodyWeight,https://exrx.net/WeightExercises/PectoralClavicular/BWDeclinePushup
chest,PectoralClavicular,Decline Push-up (on stability ball),BodyWeight,https://exrx.net/WeightExercises/PectoralClavicular/BWDeclinePushupOnBall
chest,PectoralClavicular,Pike Push-up,BodyWeight,https://exrx.net/WeightExercises/PectoralClavicular/BWPikePushup
chest,SerratusAnterior,Barbell Incline Shoulder Raise,Barbell,https://exrx.net/WeightExercises/SerratusAnterior/BBInclineShoulderRaise
chest,SerratusAnterior,Cable Incline Shoulder Raise,Cable,https://exrx.net/WeightExercises/SerratusAnterior/CBInclineShoulderRaise
chest,SerratusAnterior,Cable One Arm Incline Push,Cable,https://exrx.net/WeightExercises/SerratusAnterior/CBOneArmInclinePush
chest,SerratusAnterior,Dumbbell Incline Shoulder Raise,Dumbbell,https://exrx.net/WeightExercises/SerratusAnterior/DBInclineShoulderRaise
chest,SerratusAnterior,Lever Incline Shoulder Raise (plate loaded),Lever,https://exrx.net/WeightExercises/SerratusAnterior/LVInclineShoulderRaisePL
chest,SerratusAnterior,Lever Incline Shoulder Raise,Lever,https://exrx.net/WeightExercises/SerratusAnterior/LVInclineShoulderRaise
chest,SerratusAnterior,Smith Incline Shoulder Raise,Smith,https://exrx.net/WeightExercises/SerratusAnterior/SMInclineShoulderRaise
chest,SerratusAnterior,Push-up Plus,BodyWeight,https://exrx.net/WeightExercises/SerratusAnterior/BWPushUpPlus
waist,RectusAbdominis,Barbell Push Crunch,Barbell,https://exrx.net/WeightExercises/RectusAbdominis/BBPushCrunch
waist,RectusAbdominis,Barbell Push Sit-up,Barbell,https://exrx.net/WeightExercises/RectusAbdominis/BBPushSitUp
waist,RectusAbdominis,Cable Lying Crunch (on stability ball),Cable,https://exrx.net/WeightExercises/RectusAbdominis/CBLyingCrunchStabilityBall
waist,RectusAbdominis,Cable Lying Leg-Hip Raise,Cable,https://exrx.net/WeightExercises/RectusAbdominis/CBLyingLegHipRaise
waist,RectusAbdominis,Cable Lying Leg-Hip Raise (on bench),Cable,https://exrx.net/WeightExercises/RectusAbdominis/CBLyingLegHipRaiseBench
waist,RectusAbdominis,Cable Lying Straight Leg-Hip Raise,Cable,https://exrx.net/WeightExercises/RectusAbdominis/CBLyingStraightLegHipRaise
waist,RectusAbdominis,Cable Kneeling Crunch,Cable,https://exrx.net/WeightExercises/RectusAbdominis/CBKneelingCrunch
waist,RectusAbdominis,Cable Seated Crunch,Cable,https://exrx.net/WeightExercises/RectusAbdominis/CBSeatedCrunch
waist,RectusAbdominis,Cable Overhead Seated Crunch,Cable,https://exrx.net/WeightExercises/RectusAbdominis/CBOverheadSeatedCrunch
waist,RectusAbdominis,Cable Seated Crunch (plate loaded),Cable,https://exrx.net/WeightExercises/RectusAbdominis/CBSeatedCrunchPL
waist,RectusAbdominis,Cable Standing Crunch,Cable,https://exrx.net/WeightExercises/RectusAbdominis/CBStandingCrunch
waist,RectusAbdominis,Cable Standing Overhead Crunch,Cable,https://exrx.net/WeightExercises/RectusAbdominis/CBStandingOverheadCrunch
waist,RectusAbdominis,Cable Standing Overhead Crunch (multi-exercise bar),Cable,https://exrx.net/WeightExercises/RectusAbdominis/CBStandingOverheadCrunchMultiBar
waist,RectusAbdominis,Dumbbell Push Crunch,Dumbbell,https://exrx.net/WeightExercises/RectusAbdominis/DBPushCrunch
waist,RectusAbdominis,Dumbbell Push Sit-up,Dumbbell,https://exrx.net/WeightExercises/RectusAbdominis/DBPushSitUp
waist,RectusAbdominis,Lever Lying Leg Raise Crunch (plate loaded),Lever,https://exrx.net/WeightExercises/RectusAbdominis/LVLegRaiseCrunch
waist,RectusAbdominis,Lever Lying Crunch (plate loaded),Lever,https://exrx.net/WeightExercises/RectusAbdominis/LVLyingCrunchPL
